"","date","year","month","area","allAveragePrice","numofsales","detachedAveragePrice","detachedNumberofSales","semidetachedAveragePrice","semidetachedNumberofSales","attachedAveragePrice","attachedNumberofSales","condotownhouseAveragePrice","condotownhouseNumberofSales","condoapartmentAveragePrice","condoapartmentNumberofSales"
"908","01-2023",23,"01","Toronto E11",902864,20,"1140500","11","811500","2",NA,"0","705000","1","530631","6"
"909","01-2023",23,"01","Toronto East",949528,259,"1210747","108","1148059","37","1110481","6","768143","14","588228","92"
"910","01-2023",23,"01","Toronto W01",1085687,16,"1567500","2","1581000","3","1150000","2","1180833","3","637100","5"
"911","01-2023",23,"01","Toronto W02",1189524,21,"1668444","9","1177333","3","1170000","1",NA,"0","657750","8"
"912","01-2023",23,"01","Toronto W03",822956,25,"820706","14","1038333","6","665000","1",NA,"0","547250","4"
"913","01-2023",23,"01","Toronto W04",867722,41,"1125423","21","1020000","1",NA,"0","732000","2","556394","17"
"914","01-2023",23,"01","Toronto W05",749597,38,"1078244","9","881188","8","975000","2","644250","4","498143","14"
"915","01-2023",23,"01","Toronto W06",852263,54,"1289932","12","860000","1","940000","1","910500","4","697250","36"
"916","01-2023",23,"01","Toronto W07",1791633,9,"2046529","7",NA,"0","1200000","1",NA,"0",NA,"0"
"917","01-2023",23,"01","Toronto W08",1098494,67,"1802623","27","920000","1",NA,"0","740250","6","592933","33"
"918","01-2023",23,"01","Toronto W09",806303,15,"1236398","6",NA,"0",NA,"0","850000","1","478269","8"
"919","01-2023",23,"01","Toronto W10",791268,28,"920333","15","852500","2","800500","2","682500","2","525643","7"
"920","01-2023",23,"01","Toronto West",945803,314,"1333427","122","1042380","25","982600","10","812818","22","600323","132"
"921","01-2023",23,"01","TRREB Total",1038668,3100,"1341848","1384","1019668","240","976500","277","776698","222","687696","950"
"922","01-2023",23,"01","Uxbridge",1132693,14,"1251600","10","741695","1","852500","2","895000","1",NA,"0"
"923","01-2023",23,"01","Vaughan",1328746,133,"1797734","66","1107885","13","1060333","15","834149","5","693956","34"
"924","01-2023",23,"01","Whitby",1006574,76,"1097339","49","950000","6","863967","15","687000","3","579750","2"
"925","01-2023",23,"01","Whitchurch-Stouffville",1345880,25,"1537556","18","1134000","1","995000","3",NA,"0","617333","3"
"926","01-2023",23,"01","York Region",1285583,544,"1628297","294","1085651","37","1099955","68","856279","28","668464","111"
"927","02-2012",12,"2","Adjala-Tosorontio",429956,18,"429956","18","-","-","-","-","-","-","-","-"
"928","02-2012",12,"2","Ajax",354422,156,"399768","102","317225","12","241000","8","206331","13","290216","18"
"929","02-2012",12,"2","Aurora",590019,74,"694864","47","385750","6","386175","4","504667","3","393300","12"
"930","02-2012",12,"2","Bradford West Gwillimbury",411424,37,"475446","24","321500","2","237250","2","189000","1","329000","1"
"931","02-2012",12,"2","Brampton",397815,641,"473614","332","361393","138","243614","45","225576","49","335728","75"
"932","02-2012",12,"2","Brock",242369,13,"242369","13","-","-","-","-","-","-","-","-"
"933","02-2012",12,"2","Burlington",536024,63,"749309","31","408600","5","320500","10","275875","8","343863","8"
"934","02-2012",12,"2","Caledon",579756,59,"624958","48","405367","6","338500","1","-","-","344300","3"
"935","02-2012",12,"2","City of Toronto",553519,2686,"818815","927","585325","283","365904","152","371334","1212","550185","86"
"936","02-2012",12,"2","City of Toronto Total",553519,2686,"818815","927","585325","283","365904","152","371334","1212","550185","86"
"937","02-2012",12,"2","Clarington",286647,143,"308830","108","215450","2","182500","3","162025","4","217033","15"
"938","02-2012",12,"2","Dufferin County",311664,44,"347480","30","228980","5","205000","1","205625","4","279100","4"
"939","02-2012",12,"2","Durham Region",325307,848,"360028","591","253110","62","211709","47","206640","42","271408","76"
"940","02-2012",12,"2","East Gwillimbury",498683,35,"549696","28","384000","1","-","-","-","-","279733","6"
"941","02-2012",12,"2","Essa",316029,14,"359211","9","-","-","-","-","-","-","233167","3"
"942","02-2012",12,"2","Georgina",319779,82,"324340","76","272500","2","-","-","205000","1","259750","2"
"943","02-2012",12,"2","Halton Hills",460612,88,"504082","69","378367","3","221660","5","225500","3","354038","8"
"944","02-2012",12,"2","Halton Region",575902,470,"696904","298","403868","37","323317","23","278281","32","395862","75"
"945","02-2012",12,"2","Innisfil",324755,33,"330839","31","-","-","-","-","-","-","230450","2"
"946","02-2012",12,"2","King",941212,26,"964860","25","-","-","-","-","-","-","350000","1"
"947","02-2012",12,"2","Markham",581689,338,"747348","164","489134","32","378586","14","324014","60","473180","35"
"948","02-2012",12,"2","Milton",456251,150,"517364","88","395239","23","317500","2","273000","3","360397","32"
"949","02-2012",12,"2","Mississauga",453966,786,"700108","274","422869","116","314448","142","253233","219","434974","31"
"950","02-2012",12,"2","New Tecumseth",302727,50,"344882","33","226500","2","200500","4","156000","1","230844","8"
"951","02-2012",12,"2","Newmarket",445799,119,"507886","70","380400","18","314143","7","256600","5","384641","17"
"952","02-2012",12,"2","Oakville",756999,169,"946719","110","445750","6","414667","6","289028","18","465694","27"
"953","02-2012",12,"2","Orangeville",311664,44,"347480","30","228980","5","205000","1","205625","4","279100","4"
"954","02-2012",12,"2","Oshawa",251302,208,"277150","146","194159","29","141527","13","182000","5","226100","9"
"955","02-2012",12,"2","Peel Region",434739,1486,"579614","654","389835","260","297621","188","248176","268","364190","109"
"956","02-2012",12,"2","Pickering",381654,117,"461163","64","319773","15","267765","13","217038","13","332636","11"
"957","02-2012",12,"2","Richmond Hill",675671,263,"853825","160","475556","9","374282","11","291495","41","491305","35"
"958","02-2012",12,"2","Scugog",452869,21,"463063","20","249000","1","-","-","-","-","-","-"
"959","02-2012",12,"2","Simcoe County",350260,152,"382782","115","274000","4","212750","6","172500","2","238296","14"
"960","02-2012",12,"2","Toronto C01",454409,347,"1118028","6","711609","17","448527","11","426741","310","550333","3"
"961","02-2012",12,"2","Toronto C02",1158512,51,"2061222","9","948507","15","527667","3","1072842","22","815000","1"
"962","02-2012",12,"2","Toronto C03",912123,49,"1017335","34","577030","5","-","-","494786","7","1739000","2"
"963","02-2012",12,"2","Toronto C04",1066064,85,"1185776","62","878259","10","-","-","663078","10","1290000","1"
"964","02-2012",12,"2","Toronto C06",571289,27,"689970","16","-","-","-","-","375729","10","628000","1"
"965","02-2012",12,"2","Toronto C07",570512,99,"849410","39","509000","1","410750","2","371164","53","612990","2"
"966","02-2012",12,"2","Toronto C08",442705,128,"645000","1","776080","5","519567","6","405073","108","724371","7"
"967","02-2012",12,"2","Toronto C09",1288816,21,"2379461","7","1785500","2","712333","3","507817","6","-","-"
"968","02-2012",12,"2","Toronto C10",708747,58,"1064667","15","838450","8","909000","1","525269","32","-","-"
"969","02-2012",12,"2","Toronto C11",746326,40,"1693607","13","718333","3","277750","4","207955","19","619000","1"
"970","02-2012",12,"2","Toronto C12",1787331,47,"2310019","31","610500","1","787500","5","784600","10","-","-"
"971","02-2012",12,"2","Toronto C13",599791,55,"930068","25","407200","4","-","-","311846","26","-","-"
"972","02-2012",12,"2","Toronto C14",615600,149,"1190769","39","-","-","508236","8","400064","101","812096","1"
"973","02-2012",12,"2","Toronto C15",539459,121,"1022667","28","536779","16","341936","11","360398","63","685000","1"
"974","02-2012",12,"2","Toronto Central",667708,1277,"1239256","325","754523","87","488470","54","432478","777","813734","20"
"975","02-2012",12,"2","Toronto E01",569675,86,"627722","17","605102","40","380063","8","521012","18","566000","3"
"976","02-2012",12,"2","Toronto E02",670786,60,"827350","24","591147","25","524000","2","419027","6","683300","3"
"977","02-2012",12,"2","Toronto E03",571990,89,"607181","59","590686","21","-","-","228625","8","850000","1"
"978","02-2012",12,"2","Toronto E04",346992,86,"428280","44","336333","3","302267","9","192400","24","441667","6"
"979","02-2012",12,"2","Toronto E05",389562,58,"592988","19","438000","4","293029","7","239434","25","-","-"
"980","02-2012",12,"2","Toronto E06",562233,41,"612909","32","422750","4","-","-","349490","5","-","-"
"981","02-2012",12,"2","Toronto E07",352966,64,"579316","16","402237","8","342380","5","225594","32","418000","1"
"982","02-2012",12,"2","Toronto E08",351664,48,"521822","22","-","-","254500","6","186211","18","365000","1"
"983","02-2012",12,"2","Toronto E09",323888,76,"415689","31","343980","5","336067","3","239944","36","363000","1"
"984","02-2012",12,"2","Toronto E10",469813,52,"518435","40","388880","5","235750","4","93500","1","356000","2"
"985","02-2012",12,"2","Toronto E11",310326,82,"426789","27","354743","7","239593","15","183568","19","302962","13"
"986","02-2012",12,"2","Toronto East",444199,742,"549763","331","534463","122","299053","59","254491","192","420787","31"
"987","02-2012",12,"2","Toronto W01",606420,30,"936150","10","695000","1","427250","2","405413","16","795000","1"
"988","02-2012",12,"2","Toronto W02",644409,61,"912469","22","595328","18","403125","4","359220","10","522667","6"
"989","02-2012",12,"2","Toronto W03",359899,74,"382344","32","410783","23","277000","2","235946","13","332050","4"
"990","02-2012",12,"2","Toronto W04",357902,56,"468650","22","434500","5","336000","2","191895","20","435686","7"
"991","02-2012",12,"2","Toronto W05",316773,79,"455768","22","415113","16","242721","12","187835","26","390000","1"
"992","02-2012",12,"2","Toronto W06",462548,95,"575266","31","458250","5","481000","4","360310","46","591033","9"
"993","02-2012",12,"2","Toronto W07",697237,27,"789773","18","637000","1","252500","1","576250","4","639500","2"
"994","02-2012",12,"2","Toronto W08",615686,117,"900989","60","504000","2","376000","4","282738","46","577750","4"
"995","02-2012",12,"2","Toronto W09",370898,50,"588250","24","420000","1","-","-","160276","25","-","-"
"996","02-2012",12,"2","Toronto W10",281330,78,"402573","30","384750","2","163725","8","199966","37","388500","1"
"997","02-2012",12,"2","Toronto West",456511,667,"643217","271","470256","74","297332","39","268142","243","514194","35"
"998","02-2012",12,"2","TRREB Total",502508,7032,"636080","3427","459464","757","319901","461","341199","1726","410038","526"
"999","02-2012",12,"2","TRREB Total",502508,7032,"636080","3427","459464","757","319901","461","341199","1726","410038","526"
"1000","02-2012",12,"2","Uxbridge",420135,26,"494139","18","290000","1","276000","2","226667","3","228000","1"
"1001","02-2012",12,"2","Vaughan",609901,351,"742765","197","492703","29","484375","8","342796","56","495839","50"
"1002","02-2012",12,"2","Whitby",360188,164,"394682","120","244500","2","200250","8","234250","4","282986","22"
"1003","02-2012",12,"2","Whitchurch-Stouffville",588410,58,"643617","45","402471","9","-","-","-","-","385700","4"
"1004","02-2012",12,"2","York Region",584973,1346,"698076","812","452204","106","387182","44","322836","166","456161","162"
"1005","02-2013",13,"2","Adjala-Tosorontio",397000,8,"431143","7","158000","1","-","-","-","-","-","-"
"1006","02-2013",13,"2","Ajax",378902,117,"424769","74","340688","8","261577","13","199700","3","326861","18"
"1007","02-2013",13,"2","Aurora",577119,54,"656378","34","425161","8","530350","4","457000","1","412983","6"
"1008","02-2013",13,"2","Bradford West Gwillimbury",373279,34,"424289","19","345000","1","227500","2","-","-","294333","3"
"1009","02-2013",13,"2","Brampton",418968,480,"500613","255","368333","108","259042","24","207406","33","341962","57"
"1010","02-2013",13,"2","Brock",208938,8,"208938","8","-","-","-","-","-","-","-","-"
"1011","02-2013",13,"2","Burlington",545729,58,"699571","35","367680","5","292450","10","247380","5","389167","3"
"1012","02-2013",13,"2","Caledon",601607,46,"643321","39","384700","5","295000","1","-","-","365900","1"
"1013","02-2013",13,"2","City of Toronto",552014,2189,"823329","749","618777","234","386293","156","352614","953","585670","74"
"1014","02-2013",13,"2","City of Toronto Total",552014,2189,"823329","749","618777","234","386293","156","352614","953","585670","74"
"1015","02-2013",13,"2","Clarington",310379,102,"337930","74","207500","3","238000","2","202000","3","236557","14"
"1016","02-2013",13,"2","Dufferin County",356918,33,"386020","25","230000","1","235000","2","203000","1","306200","4"
"1017","02-2013",13,"2","Durham Region",353114,751,"388337","528","272587","41","220463","45","241759","27","293836","81"
"1018","02-2013",13,"2","East Gwillimbury",495006,17,"506381","16","-","-","-","-","-","-","313000","1"
"1019","02-2013",13,"2","Essa",289723,13,"333857","7","241950","2","-","-","-","-","237500","2"
"1020","02-2013",13,"2","Georgina",289590,49,"292430","44","331500","2","164000","1","216000","1","280000","1"
"1021","02-2013",13,"2","Halton Hills",441277,70,"485218","50","358117","6","214000","3","270667","3","378225","8"
"1022","02-2013",13,"2","Halton Region",573125,442,"718887","253","396324","33","326764","36","294279","28","418087","87"
"1023","02-2013",13,"2","Innisfil",360406,27,"371162","25","-","-","-","-","-","-","225950","2"
"1024","02-2013",13,"2","King",943907,18,"974549","17","-","-","-","-","-","-","-","-"
"1025","02-2013",13,"2","Markham",600356,271,"781374","125","507945","25","413841","28","320145","33","494973","43"
"1026","02-2013",13,"2","Milton",446107,154,"555956","64","408768","19","283917","6","279389","9","376696","53"
"1027","02-2013",13,"2","Mississauga",479730,618,"732329","220","442134","82","346450","112","272806","179","459276","20"
"1028","02-2013",13,"2","New Tecumseth",326624,37,"352721","28","230967","3","197000","1","170000","1","243000","3"
"1029","02-2013",13,"2","Newmarket",476324,117,"531328","76","387900","20","387735","7","283200","5","384544","9"
"1030","02-2013",13,"2","Oakville",762995,160,"937994","104","441667","3","381971","17","334218","11","531104","23"
"1031","02-2013",13,"2","Orangeville",356918,33,"386020","25","230000","1","235000","2","203000","1","306200","4"
"1032","02-2013",13,"2","Oshawa",282483,194,"307317","148","210963","16","132167","12","226286","7","256038","8"
